edad;estado_civil;educacion;default;Blance_cuenta;Casa_propiedad;Prestamo;Dia_ultimo_contacto;Mes_ultimo_contacto;Duracion_ultimo_contacto;ID_campanna;Dias_campanna_ant;previous;Resultado_campanna_ant;Churn
32;divorciado;secundaria;0;1156;1;0;19;nov;81;1;182;1;fallido;1
39;soltero;Universidad;0;1682;1;0;19;nov;147;1;170;1;fallido;1
31;soltero;Universidad;0;3625;1;0;19;nov;112;1;180;2;fallido;1
32;soltero;secundaria;0;1721;1;0;19;nov;184;2;182;2;fallido;1
45;casado;secundaria;0;38;1;0;19;nov;159;1;188;2;fallido;1
33;soltero;Universidad;0;541;1;1;19;nov;140;1;182;1;fallido;1
30;soltero;Universidad;0;54;1;1;19;nov;192;1;177;3;fallido;1
31;casado;Universidad;0;4924;1;0;19;nov;316;1;182;2;fallido;1
54;casado;Universidad;0;6525;1;0;19;nov;133;1;170;3;fallido;1
33;casado;Universidad;0;3696;0;0;19;nov;305;1;182;3;fallido;1
31;soltero;NA;0;7118;1;0;19;nov;210;1;168;2;NA;1
48;casado;secundaria;0;1811;1;0;19;nov;137;4;111;3;fallido;1
33;casado;Universidad;0;0;1;0;19;nov;295;1;170;1;fallido;1
31;soltero;secundaria;0;-366;1;0;19;nov;313;1;180;1;NA;1
32;casado;secundaria;0;2089;1;0;19;nov;192;1;5;1;positivo;1
40;casado;Universidad;0;12409;1;0;19;nov;140;1;99;2;fallido;1
52;casado;secundaria;0;424;0;0;19;nov;143;1;154;3;fallido;1
31;soltero;secundaria;0;1186;1;0;19;nov;174;1;180;1;fallido;1
35;casado;Universidad;0;2801;1;0;19;nov;70;2;111;2;fallido;1
32;soltero;Universidad;0;2667;1;0;19;nov;197;1;99;2;positivo;1
30;soltero;secundaria;0;382;1;0;19;nov;369;1;191;1;fallido;1
31;casado;primaria;0;4728;1;0;19;nov;114;1;183;3;NA;1
32;casado;Universidad;0;964;1;0;19;nov;130;1;120;2;fallido;1
36;casado;secundaria;0;189;1;0;19;nov;136;1;120;1;fallido;1
40;casado;secundaria;0;961;0;1;19;nov;589;1;133;4;NA;1
52;casado;secundaria;0;-201;0;1;19;nov;905;1;133;2;fallido;1
45;divorciado;secundaria;0;644;1;0;19;nov;418;1;168;1;positivo;0
37;soltero;secundaria;0;50;0;0;19;nov;244;1;154;8;NA;1
36;soltero;Universidad;0;649;0;0;19;nov;224;1;111;1;NA;1
43;casado;Universidad;0;13044;0;0;19;nov;215;1;93;4;fallido;1
35;divorciado;Universidad;0;771;1;1;19;nov;110;1;93;5;fallido;1
30;casado;Universidad;0;86;1;1;19;nov;155;1;97;2;NA;1
39;casado;secundaria;0;3494;1;0;19;nov;139;1;92;4;fallido;1
37;casado;Universidad;0;804;1;0;19;nov;94;1;170;1;NA;1
49;casado;Universidad;0;6613;0;0;19;nov;106;1;155;3;fallido;1
30;divorciado;secundaria;0;4591;1;0;19;nov;89;1;175;1;NA;1
34;casado;secundaria;0;360;1;0;19;nov;46;1;182;2;fallido;1
33;casado;secundaria;0;1234;0;0;19;nov;109;1;10;1;fallido;1
45;divorciado;secundaria;0;1309;1;0;19;nov;298;1;170;2;fallido;1
30;soltero;Universidad;0;234;1;0;19;nov;206;1;169;2;fallido;1
32;soltero;Universidad;0;1611;1;0;19;nov;175;1;180;2;fallido;1
31;casado;secundaria;0;1570;1;1;19;nov;133;2;180;1;NA;1
40;casado;Universidad;0;2977;1;0;19;nov;375;1;125;1;fallido;1
46;casado;secundaria;0;15;1;1;19;nov;46;2;91;3;fallido;1
30;soltero;secundaria;1;447;0;0;19;nov;426;2;189;6;fallido;1
34;casado;primaria;0;2490;1;0;19;nov;185;2;180;1;fallido;1
46;casado;Universidad;0;2421;0;0;19;nov;1084;1;100;4;fallido;0
40;casado;primaria;0;4608;1;0;19;nov;111;2;156;1;fallido;1
53;casado;Universidad;0;1452;0;1;19;nov;442;2;113;3;fallido;1
46;divorciado;secundaria;0;-26;1;1;19;nov;201;1;113;2;NA;1
38;casado;secundaria;0;4030;1;0;19;nov;75;2;177;5;fallido;1
43;casado;Universidad;0;1429;1;0;19;nov;1015;1;198;2;NA;0
32;divorciado;secundaria;0;18;0;0;19;nov;20;1;177;1;fallido;1
40;casado;secundaria;0;260;0;0;19;nov;52;1;152;6;fallido;1
35;soltero;Universidad;0;538;1;1;19;nov;308;1;195;9;fallido;1
32;casado;secundaria;0;524;0;0;19;nov;100;1;106;1;fallido;1
33;casado;Universidad;0;-103;1;0;19;nov;149;2;175;1;fallido;1
33;soltero;Universidad;0;201;1;0;19;nov;171;1;183;1;fallido;1
39;casado;secundaria;0;1444;0;0;19;nov;100;1;117;8;positivo;1
46;casado;secundaria;0;9347;1;0;19;nov;138;1;117;1;NA;1
44;casado;primaria;0;1161;1;0;19;nov;402;1;184;5;fallido;1
54;casado;NA;0;386;0;1;19;nov;74;1;152;1;positivo;1
59;casado;primaria;0;935;1;0;19;nov;103;3;166;2;fallido;1
45;soltero;secundaria;0;142;0;1;19;nov;258;1;105;4;fallido;1
37;casado;secundaria;0;1165;1;0;19;nov;62;3;190;4;positivo;1
58;divorciado;primaria;0;8218;1;0;19;nov;141;2;111;10;fallido;1
33;soltero;Universidad;0;149;1;0;19;nov;424;2;182;1;NA;0
42;casado;secundaria;0;3211;0;0;19;nov;87;2;111;1;fallido;1
50;casado;secundaria;0;3149;1;0;19;nov;69;1;190;1;NA;1
41;soltero;secundaria;0;2184;0;0;19;nov;98;1;153;2;fallido;1
40;casado;secundaria;0;0;1;0;19;nov;332;1;183;1;fallido;1
43;divorciado;secundaria;0;6835;0;0;19;nov;187;1;152;2;fallido;1
44;soltero;secundaria;0;1195;1;0;19;nov;187;6;188;9;fallido;1
58;casado;primaria;0;630;1;0;19;nov;59;1;174;1;fallido;1
43;casado;Universidad;0;1993;0;0;19;nov;37;1;174;1;fallido;1
58;casado;secundaria;0;590;0;1;19;nov;136;1;167;1;fallido;1
39;casado;secundaria;0;6012;0;0;19;nov;140;1;119;2;fallido;1
51;casado;primaria;0;863;0;0;19;nov;169;1;189;2;NA;1
52;casado;secundaria;0;7225;0;0;19;nov;205;2;113;2;fallido;1
54;divorciado;Universidad;0;1323;0;0;19;nov;83;1;152;4;fallido;1
41;casado;secundaria;0;1011;1;0;19;nov;113;1;174;4;NA;1
53;casado;secundaria;0;2818;1;0;19;nov;131;1;126;7;fallido;1
50;divorciado;secundaria;0;203;1;0;19;nov;265;1;127;4;NA;1
48;casado;secundaria;0;-202;1;1;19;nov;565;1;112;4;fallido;1
59;casado;secundaria;0;32948;0;0;19;nov;243;1;174;2;fallido;1
33;casado;secundaria;0;2;1;1;19;nov;17;5;198;1;fallido;1
44;divorciado;Universidad;0;2279;0;1;19;nov;105;1;146;1;fallido;1
52;divorciado;primaria;0;3990;0;0;19;nov;1548;1;153;1;NA;1
47;divorciado;secundaria;0;1939;1;0;19;nov;150;1;174;1;fallido;1
39;casado;secundaria;0;763;0;0;19;nov;360;1;153;2;NA;1
32;casado;Universidad;0;432;1;0;19;nov;164;2;195;1;NA;1
45;casado;secundaria;0;2926;1;1;19;nov;482;3;120;2;fallido;1
42;casado;Universidad;0;783;1;0;19;nov;77;2;128;3;fallido;1
30;casado;primaria;0;1101;1;1;19;nov;779;2;175;1;fallido;1
59;casado;secundaria;0;2291;0;1;19;nov;190;1;128;3;fallido;1
46;casado;primaria;0;8873;1;0;19;nov;172;1;118;2;fallido;1
40;casado;secundaria;0;657;1;0;19;nov;178;1;112;2;fallido;1
37;casado;primaria;0;253;1;0;19;nov;59;2;153;2;fallido;1
33;casado;Universidad;0;6138;1;0;19;nov;384;1;183;1;fallido;1
55;casado;secundaria;0;3948;0;0;19;nov;149;1;170;2;fallido;1
46;divorciado;secundaria;0;3354;1;0;19;nov;522;1;174;1;positivo;0
45;casado;secundaria;0;830;0;0;19;nov;180;1;111;2;fallido;1
33;soltero;secundaria;0;4;1;0;19;nov;136;2;180;2;fallido;1
47;casado;secundaria;0;351;1;1;19;nov;174;1;174;1;fallido;1
35;casado;secundaria;0;86;0;0;19;nov;127;1;111;2;fallido;1
40;casado;secundaria;0;4853;0;0;19;nov;259;1;111;2;fallido;1
38;soltero;secundaria;0;884;1;1;19;nov;295;1;111;2;fallido;1
59;casado;primaria;0;741;0;0;19;nov;194;2;152;2;fallido;1
34;casado;Universidad;0;4958;1;0;19;nov;175;1;183;1;fallido;1
46;soltero;Universidad;0;1410;1;0;19;nov;93;1;189;8;fallido;1
36;casado;Universidad;0;16430;1;0;19;nov;234;1;166;3;fallido;1
38;casado;primaria;0;190;1;0;19;nov;623;1;175;1;NA;0
52;divorciado;secundaria;0;1291;1;0;19;nov;559;1;169;2;fallido;1
30;casado;secundaria;0;946;1;0;19;nov;1065;1;183;1;NA;1
57;casado;secundaria;0;5935;1;1;19;nov;90;2;198;1;fallido;1
35;casado;secundaria;0;3187;1;0;19;nov;171;2;183;1;fallido;1
59;casado;primaria;0;2769;1;0;19;nov;104;1;131;2;fallido;1
33;casado;primaria;0;3512;1;0;19;nov;251;1;183;2;fallido;1
56;casado;primaria;0;444;1;0;19;nov;88;1;166;1;fallido;1
38;casado;Universidad;0;5432;1;1;19;nov;408;1;183;1;fallido;1
40;casado;secundaria;0;67;0;1;19;nov;359;2;152;5;fallido;1
37;casado;primaria;0;3574;1;0;19;nov;178;1;170;2;fallido;1
36;soltero;Universidad;0;2622;0;0;19;nov;640;1;127;5;fallido;1
50;casado;secundaria;0;2910;0;0;19;nov;433;1;113;1;fallido;1
38;casado;primaria;0;2240;1;0;19;nov;551;1;183;1;fallido;1
55;casado;secundaria;0;4733;1;0;19;nov;70;1;174;2;NA;1
37;casado;secundaria;0;5902;1;0;19;nov;191;1;180;4;fallido;1
34;casado;Universidad;0;899;1;0;19;nov;377;3;7;4;positivo;1
50;casado;secundaria;0;167;0;1;19;nov;47;1;133;1;fallido;1
54;divorciado;Universidad;0;2272;1;0;19;nov;88;1;189;1;fallido;1
56;divorciado;secundaria;0;-429;0;1;19;nov;120;2;119;4;fallido;1
43;casado;primaria;0;8167;1;0;19;nov;202;2;184;2;fallido;1
40;casado;secundaria;0;1708;1;0;19;nov;382;2;174;1;NA;1
34;casado;Universidad;0;1006;1;0;19;nov;783;3;195;2;NA;0
37;soltero;Universidad;0;5340;1;0;19;nov;101;2;104;4;fallido;1
53;soltero;secundaria;0;2430;1;1;19;nov;73;2;145;3;fallido;1
46;divorciado;secundaria;0;111;1;0;19;nov;178;3;183;2;NA;1
40;soltero;secundaria;0;664;0;0;19;nov;188;2;121;2;positivo;1
53;casado;NA;0;6921;1;0;19;nov;130;3;188;2;NA;1
50;casado;Universidad;0;-470;1;0;19;nov;130;2;160;1;fallido;1
30;casado;Universidad;0;2451;1;0;19;nov;191;2;175;1;fallido;1
58;divorciado;primaria;0;2538;1;0;19;nov;680;2;111;6;fallido;0
54;casado;secundaria;0;2626;0;0;19;nov;221;2;190;2;fallido;1
47;casado;secundaria;0;3696;1;0;19;nov;635;3;170;2;fallido;1
39;casado;Universidad;0;12855;1;0;19;nov;108;4;173;1;fallido;1
39;casado;secundaria;0;-982;1;1;19;nov;287;3;117;2;NA;1
39;soltero;Universidad;0;633;0;0;19;nov;105;2;133;3;fallido;1
39;casado;secundaria;0;747;1;1;19;nov;209;2;180;1;NA;1
50;casado;Universidad;0;1784;0;0;19;nov;1184;3;160;1;fallido;1
52;casado;NA;0;9687;1;0;19;nov;222;3;174;1;fallido;1
39;divorciado;Universidad;0;1315;1;0;19;nov;1337;4;126;1;fallido;1
33;soltero;Universidad;0;923;1;0;19;nov;1307;3;173;6;fallido;1
45;casado;Universidad;0;7154;1;0;19;nov;93;3;111;3;fallido;1
59;casado;primaria;0;0;0;0;19;nov;207;2;153;1;fallido;1
53;casado;Universidad;0;2578;0;0;19;nov;299;4;107;2;fallido;1
37;casado;secundaria;0;510;1;0;19;nov;67;2;90;6;fallido;1
54;casado;primaria;0;277;1;0;19;nov;300;5;170;3;fallido;1
42;casado;primaria;0;792;1;1;19;nov;611;2;175;12;NA;1
39;divorciado;Universidad;0;4692;1;0;19;nov;214;2;174;2;positivo;1
39;casado;secundaria;0;4136;1;0;19;nov;194;2;170;3;fallido;1
31;casado;secundaria;0;395;0;0;19;nov;196;3;117;3;fallido;1
33;casado;Universidad;0;621;0;0;19;nov;1435;3;99;5;fallido;1
49;casado;secundaria;0;4259;0;0;19;nov;146;3;111;7;fallido;1
40;casado;Universidad;0;3352;1;0;19;nov;639;2;27;1;positivo;0
37;divorciado;secundaria;0;226;0;1;19;nov;380;2;167;3;NA;1
35;casado;Universidad;0;552;1;1;19;nov;314;2;124;1;fallido;1
35;casado;primaria;0;31;0;1;19;nov;131;3;133;3;fallido;1
44;casado;secundaria;0;6491;1;0;19;nov;126;2;174;1;fallido;1
46;divorciado;Universidad;0;926;1;0;19;nov;168;2;153;1;NA;1
45;casado;Universidad;0;3689;1;0;19;nov;517;2;187;3;fallido;1
50;soltero;NA;0;4666;0;0;19;nov;11;3;166;3;NA;1
44;soltero;primaria;0;1593;1;0;19;nov;201;2;174;3;positivo;1
58;casado;secundaria;0;1507;1;1;19;nov;255;6;189;1;NA;1
37;casado;secundaria;0;5287;1;1;19;nov;599;4;100;2;fallido;1
53;casado;primaria;0;1034;1;0;19;nov;854;2;170;3;NA;1
47;divorciado;secundaria;0;8515;1;0;20;nov;14;7;112;4;NA;1
55;casado;Universidad;0;625;0;0;20;nov;88;2;147;4;fallido;1
38;casado;Universidad;0;898;1;0;20;nov;80;5;198;2;fallido;1
35;casado;Universidad;0;867;1;0;20;nov;298;2;171;3;positivo;1
31;casado;Universidad;0;1224;1;1;20;nov;75;2;119;2;positivo;1
36;soltero;secundaria;0;10041;1;0;20;nov;91;2;184;1;NA;1
44;casado;Universidad;0;0;1;1;20;nov;286;6;191;2;fallido;1
30;divorciado;secundaria;0;3100;1;0;20;nov;125;1;183;4;fallido;1
32;casado;secundaria;0;344;1;0;20;nov;179;1;197;1;fallido;1
30;soltero;NA;0;809;0;0;20;nov;26;5;171;2;fallido;1
35;divorciado;Universidad;0;146;0;0;20;nov;392;2;106;2;positivo;1
32;casado;Universidad;0;4654;1;1;20;nov;276;1;128;2;fallido;0
34;soltero;secundaria;0;296;0;0;20;nov;68;1;136;4;fallido;1
55;casado;secundaria;0;12159;1;0;20;nov;142;2;174;2;fallido;1
38;soltero;Universidad;0;5122;1;0;20;nov;370;1;184;1;fallido;1
34;soltero;Universidad;0;673;1;1;20;nov;271;1;184;1;fallido;1
37;casado;primaria;0;8135;1;0;20;nov;358;1;184;1;fallido;1
30;casado;Universidad;0;196;0;0;20;nov;68;1;101;4;NA;1
41;casado;primaria;0;2562;1;0;20;nov;157;1;189;4;fallido;1
41;soltero;Universidad;0;195;0;0;20;nov;125;1;167;2;fallido;1
34;casado;secundaria;0;3119;1;0;20;nov;505;1;183;4;fallido;1
35;soltero;Universidad;0;935;1;0;20;nov;71;1;176;2;fallido;1
30;casado;secundaria;0;11391;1;0;20;nov;319;1;105;2;NA;1
30;casado;primaria;0;5956;1;1;20;nov;405;1;139;1;fallido;1
34;casado;secundaria;0;3185;1;0;20;nov;93;1;191;1;fallido;1
46;casado;primaria;0;2558;1;0;20;nov;107;1;167;1;NA;1
31;soltero;secundaria;0;481;1;0;20;nov;106;2;183;2;fallido;1
39;casado;secundaria;0;660;1;1;20;nov;180;1;185;2;fallido;1
52;casado;primaria;1;57;1;1;20;nov;45;1;196;1;fallido;1
42;casado;secundaria;0;3;1;0;20;nov;47;1;190;1;fallido;1
40;soltero;secundaria;0;572;0;0;20;nov;67;1;91;2;fallido;1
33;casado;secundaria;0;3071;1;1;20;nov;46;2;122;1;fallido;1
32;casado;primaria;0;187;0;0;20;nov;485;1;134;1;fallido;1
33;casado;primaria;0;5151;1;1;20;nov;73;1;178;4;fallido;1
32;casado;primaria;0;2085;1;1;20;nov;146;1;185;3;fallido;1
39;soltero;secundaria;0;1104;0;0;20;nov;333;2;105;2;positivo;1
39;divorciado;secundaria;0;892;1;0;20;nov;34;1;171;1;fallido;1
45;casado;Universidad;0;96;1;0;20;nov;167;1;127;1;fallido;1
55;casado;NA;0;2691;1;0;20;nov;278;1;104;2;NA;1
32;soltero;Universidad;0;574;1;0;20;nov;171;1;127;2;fallido;1
50;casado;secundaria;0;0;1;0;20;nov;152;1;190;1;fallido;1
33;casado;Universidad;0;6843;0;0;20;nov;755;1;100;10;NA;0
47;casado;secundaria;0;1465;1;0;20;nov;26;1;190;2;fallido;1
30;casado;secundaria;0;586;1;0;20;nov;148;6;176;4;fallido;1
32;casado;secundaria;0;0;1;0;20;nov;189;1;170;1;NA;1
41;casado;primaria;0;7735;1;0;20;nov;220;1;190;1;fallido;1
37;casado;Universidad;0;264;1;1;20;nov;276;1;157;1;fallido;1
30;casado;secundaria;0;501;1;1;20;nov;994;1;177;1;fallido;0
38;casado;secundaria;0;215;1;0;20;nov;70;1;167;1;fallido;1
48;divorciado;secundaria;0;4906;1;0;20;nov;200;1;190;1;fallido;1
31;soltero;secundaria;0;900;1;0;20;nov;321;2;190;4;NA;1
38;casado;primaria;0;433;0;0;20;nov;81;2;136;3;fallido;1
35;casado;secundaria;0;5304;1;0;20;nov;340;1;183;2;fallido;1
34;divorciado;secundaria;0;797;1;0;20;nov;88;1;126;1;fallido;1
31;casado;secundaria;0;450;0;1;20;nov;111;2;129;4;fallido;1
39;soltero;secundaria;0;519;1;1;20;nov;149;1;155;14;fallido;1
31;casado;secundaria;0;1539;1;1;20;nov;67;6;177;9;fallido;1
32;casado;secundaria;0;11512;1;0;20;nov;301;1;183;1;fallido;1
52;casado;Universidad;0;1115;1;0;20;nov;69;1;164;2;fallido;1
31;soltero;secundaria;0;5607;0;0;20;nov;183;2;184;1;fallido;1
30;casado;primaria;0;1015;1;0;20;nov;24;1;113;8;fallido;1
50;casado;secundaria;0;1878;1;1;20;nov;45;2;181;11;fallido;1
41;soltero;secundaria;0;98;0;1;20;nov;180;1;122;6;fallido;1
46;casado;Universidad;0;0;0;0;20;nov;531;1;167;1;fallido;0
37;soltero;secundaria;0;862;0;0;20;nov;85;1;122;2;fallido;1
39;divorciado;primaria;0;1317;1;0;20;nov;543;1;170;4;NA;0
46;divorciado;secundaria;0;3455;1;0;20;nov;120;4;190;2;fallido;1
32;soltero;secundaria;0;1249;1;0;20;nov;160;1;171;4;NA;1
44;casado;secundaria;0;-230;1;1;20;nov;352;1;177;1;fallido;1
36;casado;secundaria;0;-872;1;1;20;nov;153;1;183;1;fallido;1
50;casado;primaria;0;2590;1;0;20;nov;281;2;195;6;fallido;1
55;casado;Universidad;0;10065;0;0;20;nov;197;5;177;3;fallido;1
32;soltero;secundaria;0;3201;1;0;20;nov;98;1;178;5;fallido;1
34;casado;Universidad;0;273;1;0;20;nov;308;1;188;1;positivo;1
35;soltero;secundaria;0;-476;1;0;20;nov;57;6;177;4;fallido;1
44;casado;secundaria;0;-289;0;1;20;nov;487;1;118;1;NA;1
53;casado;secundaria;0;21522;0;0;20;nov;83;3;149;4;fallido;1
55;divorciado;secundaria;0;166;0;0;20;nov;324;7;153;4;fallido;1
37;soltero;secundaria;0;-272;0;1;20;nov;104;3;139;6;fallido;1
33;casado;Universidad;0;4465;1;0;20;nov;161;1;183;2;fallido;1
43;casado;secundaria;0;699;1;1;20;nov;1258;2;122;2;NA;0
33;divorciado;secundaria;0;557;1;0;20;nov;89;1;91;1;fallido;1
40;casado;secundaria;0;4441;1;0;20;nov;153;2;183;2;fallido;1
53;casado;secundaria;0;3815;0;0;20;nov;75;2;149;3;fallido;1
47;casado;primaria;0;2;1;1;20;nov;661;4;190;1;fallido;1
33;casado;secundaria;0;2711;0;0;20;nov;184;1;104;1;fallido;1
38;divorciado;primaria;0;0;1;0;20;nov;250;1;155;2;fallido;1
55;casado;secundaria;0;1102;1;0;20;nov;195;1;189;2;fallido;1
57;soltero;secundaria;0;2236;1;0;20;nov;51;8;190;2;fallido;1
40;casado;secundaria;0;7711;1;0;20;nov;190;5;135;1;fallido;1
34;casado;Universidad;0;1545;1;0;20;nov;895;1;183;2;fallido;1
32;soltero;Universidad;0;12686;1;0;20;nov;176;1;170;1;fallido;1
38;casado;Universidad;0;1110;1;0;20;nov;888;2;183;2;fallido;0
51;casado;secundaria;0;-153;0;0;20;nov;72;2;92;4;fallido;1
37;casado;Universidad;0;836;1;0;20;nov;223;1;177;2;fallido;1
44;casado;secundaria;0;7876;1;0;20;nov;212;1;101;2;fallido;1
37;divorciado;secundaria;0;3068;1;1;20;nov;370;2;195;1;NA;0
32;casado;secundaria;0;983;1;0;20;nov;500;2;133;1;fallido;0
43;casado;secundaria;0;5704;1;0;20;nov;154;3;106;2;fallido;1
33;soltero;Universidad;0;3404;1;0;20;nov;105;2;171;3;fallido;1
34;casado;secundaria;0;56;1;0;20;nov;311;3;183;1;fallido;1
37;casado;secundaria;0;2424;0;0;20;nov;633;2;156;2;NA;1
51;casado;Universidad;0;6659;1;1;20;nov;191;2;189;1;fallido;1
58;casado;Universidad;0;5087;0;0;20;nov;63;2;154;1;fallido;1
35;casado;secundaria;0;725;1;0;20;nov;219;7;133;1;fallido;1
59;casado;secundaria;0;0;0;0;20;nov;363;2;100;6;NA;1
31;soltero;Universidad;0;438;1;0;20;nov;165;1;100;2;fallido;1
45;casado;secundaria;0;999;1;0;20;nov;215;6;188;2;fallido;1
44;soltero;Universidad;0;18558;1;0;20;nov;51;1;190;4;NA;1
35;divorciado;primaria;0;3888;0;0;20;nov;207;5;178;5;fallido;1
52;casado;secundaria;0;3923;1;0;20;nov;20;8;190;3;positivo;1
39;divorciado;Universidad;0;155;1;0;20;nov;20;6;153;26;fallido;1
38;casado;secundaria;0;789;1;0;20;nov;120;4;196;1;NA;1
44;casado;secundaria;0;3060;1;0;20;nov;113;1;189;2;fallido;1
40;divorciado;Universidad;0;9541;0;0;20;nov;128;2;189;1;fallido;1
37;casado;secundaria;0;1016;1;1;20;nov;195;3;8;1;fallido;1
51;casado;secundaria;0;653;1;0;20;nov;16;9;112;37;NA;1
38;casado;primaria;0;3289;0;0;20;nov;340;2;164;2;fallido;1
36;casado;secundaria;0;1954;1;1;20;nov;158;2;174;3;fallido;1
52;divorciado;secundaria;0;1527;0;1;20;nov;276;1;122;1;NA;1
47;casado;secundaria;0;2428;1;0;20;nov;9;6;177;16;NA;1
50;casado;Universidad;0;3117;0;0;20;nov;44;2;164;1;fallido;1
49;casado;Universidad;0;-471;1;0;20;nov;77;3;185;7;fallido;1
31;casado;secundaria;0;3052;1;1;20;nov;115;2;177;2;fallido;1
39;casado;secundaria;0;31;1;0;20;nov;61;2;181;4;fallido;1
37;divorciado;secundaria;0;33;1;0;20;nov;106;2;167;1;fallido;1
41;casado;Universidad;0;666;1;0;20;nov;106;3;183;3;fallido;1
49;soltero;NA;0;5095;1;0;20;nov;127;2;157;1;fallido;1
53;casado;secundaria;0;111;1;0;20;nov;600;3;189;2;fallido;1
36;soltero;Universidad;0;3649;1;0;20;nov;399;2;156;2;fallido;1
43;casado;Universidad;0;5670;1;0;20;nov;43;4;189;2;fallido;1
34;casado;Universidad;0;1433;0;0;20;nov;111;3;104;3;fallido;1
43;casado;secundaria;0;3311;1;0;20;nov;105;2;184;3;NA;1
45;divorciado;Universidad;0;1273;1;1;20;nov;206;2;162;3;fallido;1
32;soltero;secundaria;0;6982;1;0;20;nov;224;2;183;1;fallido;1
35;casado;secundaria;0;911;1;0;20;nov;434;2;181;5;NA;1
33;casado;secundaria;0;3514;1;0;20;nov;214;2;184;2;fallido;1
32;soltero;secundaria;0;2696;1;0;20;nov;564;2;183;1;fallido;1
31;soltero;Universidad;0;1887;0;1;20;nov;225;2;183;1;fallido;1
54;divorciado;primaria;0;10374;1;0;20;nov;283;2;189;2;NA;1
47;casado;secundaria;0;3533;1;0;20;nov;319;1;100;2;fallido;1
55;casado;Universidad;0;3459;1;1;20;nov;88;2;112;3;NA;1
38;casado;Universidad;0;-3;0;0;20;nov;251;2;101;3;fallido;1
35;casado;secundaria;0;142;1;0;20;nov;315;2;196;4;fallido;1
39;soltero;Universidad;0;889;0;0;20;nov;78;2;185;4;fallido;1
44;divorciado;Universidad;0;6285;1;0;20;nov;136;3;125;2;NA;1
58;casado;secundaria;0;5618;1;0;20;nov;361;2;189;1;fallido;1
56;divorciado;primaria;0;12;0;0;20;nov;282;2;135;1;fallido;1
40;casado;secundaria;0;5248;1;1;20;nov;194;4;188;8;NA;1
31;casado;secundaria;0;314;1;0;20;nov;1341;3;178;7;fallido;0
35;casado;Universidad;0;0;1;0;20;nov;197;4;30;1;fallido;1
34;soltero;secundaria;0;4436;1;0;20;nov;292;2;178;6;fallido;1
43;soltero;Universidad;0;744;0;1;20;nov;90;4;114;4;fallido;1
32;soltero;secundaria;0;5252;1;0;20;nov;232;2;183;2;fallido;1
53;casado;secundaria;0;3398;0;1;20;nov;88;6;113;13;NA;1
51;casado;secundaria;0;4178;1;0;20;nov;167;4;174;1;fallido;1
56;casado;secundaria;0;4763;1;0;20;nov;233;4;115;6;fallido;1
42;divorciado;secundaria;1;723;0;0;20;nov;298;2;112;2;NA;1
36;divorciado;primaria;0;3202;1;0;20;nov;690;3;183;2;fallido;1
41;soltero;secundaria;0;769;0;1;20;nov;222;4;98;4;NA;1
37;divorciado;secundaria;0;1559;1;0;20;nov;178;2;170;8;NA;1
44;casado;Universidad;0;4580;1;0;20;nov;192;2;189;2;positivo;1
46;casado;primaria;0;676;1;0;20;nov;825;6;174;4;fallido;1
53;casado;Universidad;0;3366;0;0;20;nov;278;6;112;2;fallido;1
57;soltero;secundaria;0;3499;1;0;20;nov;104;4;175;3;fallido;1
37;soltero;Universidad;0;1093;1;0;21;nov;21;6;113;2;NA;1
30;casado;secundaria;0;111;0;1;21;nov;86;3;133;1;fallido;1
42;casado;Universidad;0;4014;1;0;21;nov;149;4;186;1;NA;1
55;casado;secundaria;0;6958;1;1;21;nov;325;5;192;2;fallido;1
38;soltero;secundaria;0;5133;1;0;21;nov;87;2;168;2;NA;1
53;soltero;secundaria;0;5558;1;0;21;nov;81;6;189;3;fallido;1
44;soltero;secundaria;0;5045;1;0;21;nov;20;6;175;15;NA;1
35;soltero;secundaria;0;356;1;0;21;nov;20;5;114;7;fallido;1
45;casado;Universidad;0;460;0;0;21;nov;312;3;157;1;fallido;1
31;soltero;Universidad;0;5691;1;0;21;nov;37;2;123;1;fallido;1
40;casado;secundaria;0;87;1;1;21;nov;116;2;113;4;fallido;1
37;casado;secundaria;0;680;1;1;21;nov;21;11;185;1;NA;1
50;divorciado;Universidad;0;2564;1;0;21;nov;124;4;113;8;fallido;1
37;soltero;secundaria;0;1560;1;0;21;nov;67;1;163;2;fallido;1
50;casado;primaria;0;12519;1;0;21;nov;615;3;34;1;fallido;0
36;casado;Universidad;0;62;0;0;21;nov;50;2;121;2;fallido;1
58;divorciado;NA;0;5920;1;0;21;nov;96;1;121;1;fallido;1
47;casado;Universidad;1;-813;1;1;21;nov;85;2;158;25;fallido;1
39;casado;secundaria;0;5222;1;0;21;nov;239;2;177;1;fallido;1
31;soltero;Universidad;0;3967;1;0;21;nov;859;1;182;1;fallido;1
31;soltero;secundaria;0;1447;1;0;21;nov;225;2;95;13;NA;1
45;divorciado;Universidad;0;2096;0;0;21;nov;127;1;100;2;fallido;1
31;soltero;Universidad;1;-405;1;1;21;nov;846;1;100;2;positivo;1
47;casado;secundaria;0;0;0;0;21;nov;591;1;10;1;fallido;0
30;soltero;primaria;0;1395;1;0;21;nov;569;1;175;3;NA;1
42;casado;secundaria;0;2812;1;0;21;nov;46;4;171;1;fallido;1
46;casado;secundaria;0;22;1;0;21;nov;153;1;197;3;fallido;1
