ID;Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;anno_nacimiento;Generación ;Ingresos anuales brutos;Provincia;Digital_encuenta_index
CLI266;F;No;28;No;Construcción;<10años;Bajo;7;1996;Millennial;30471;Sevilla;2.306
CLI267;F;Si;83;No;Otros;+20años;Alto;2;1941;Baby Boomer;51383;Vizcaya;0.6222
CLI268;M;No;79;Si;Artista;+20años;Bajo;1;1945;Generación Silenciosa;59940;Salamanca;994
CLI269;F;Si;79;Si;Artista;+20años;Medio;3;1945;Generación Silenciosa;67348;Cádiz;1.502
CLI270;M;Si;40;Si;Otros;10-20años;Bajo;6;1984;Millennial;56576;Lugo;2.043
CLI271;M;Si;44;Si;Artista;+20años;Bajo;2;1980;Generación X;55372;Jaén;0.801
CLI272;F;No;31;Si;Otros;<10años;Bajo;4;1993;Millennial;31689;Cádiz;2.02
CLI273;F;No;31;Si;Médico;<10años;Bajo;3;1993;Millennial;21001;Castellón;1.56
CLI274;M;;21;No;Otros;<10años;Alto;3;2003;Millennial;16263;Barcelona;1.754
CLI275;M;Si;47;Si;Artista;+20años;Bajo;2;1977;Generación X;93570;Melilla;1.385
CLI276;F;Si;39;Si;Artista;10-20años;Medio;2;1985;Millennial;29143;Badajoz;1.399
CLI277;M;Si;72;Si;Servicios;+20años;Alto;2;1952;Baby Boomer;49363;Soria;1.463
CLI278;M;Si;57;Si;Ejecutivo;+20años;Alto;4;1967;Generación X;81605;Jaén;1.287
CLI279;F;No;44;Si;Artista;+20años;Bajo;1;1980;Generación X;56875;Alicante;1.307
CLI280;F;Si;76;No;Ingeniero/Técnicos;+20años;Bajo;3;1948;Baby Boomer;73565;Barcelona;1.326
CLI281;F;No;24;No;Funcionario;<10años;Bajo;3;2000;Millennial;12875;Santa Cruz de Tenerife;12.705
CLI282;M;Si;52;Si;Ejecutivo;+20años;Medio;4;1972;Generación X;102945;Toledo;876
CLI283;M;Si;32;Si;Negocios/empresa;10-20años;Alto;2;1992;Millennial;19708;Lugo;1.698
CLI284;M;Si;51;Si;Artista;+20años;Medio;3;1973;Generación X;27708;Albacete;915
CLI285;M;No;35;Si;Artista;10-20años;Bajo;2;1989;Millennial;21909;Baleares;1.652
CLI286;F;No;42;Si;Funcionario;+20años;Bajo;1;1982;Millennial;76047;Guadalajara;1.399
CLI287;M;Si;65;Si;Artista;+20años;Bajo;1;1959;Baby Boomer;110421;Navarra;1.639
CLI288;F;No;29;Si;Otros;<10años;Bajo;1;1995;Millennial;27554;Orense;2.685
CLI289;M;No;29;Si;Funcionario;<10años;Bajo;2;1995;Millennial;27078;Guipúzcoa;1.685
CLI290;M;No;31;No;Negocios/empresa;<10años;Bajo;1;1993;Millennial;21752;Cádiz;0.939
CLI291;F;Si;58;Si;Ingeniero/Técnicos;+20años;Medio;3;1966;Generación X;129871;Lérida;1.228
CLI292;F;No;47;;Otros;+20años;Bajo;1;1977;Generación X;88700;Cuenca;1.600
CLI293;M;No;30;No;Médico;<10años;Bajo;3;1994;Millennial;19071;Almería;0.801
CLI294;F;No;35;No;Artista;10-20años;Bajo;8;1989;Millennial;23946;Almería;1.284
CLI295;M;No;29;No;Ingeniero/Técnicos;<10años;Bajo;4;1995;Millennial;26208;Álava;11.325
CLI296;F;No;34;No;Otros;10-20años;Bajo;2;1990;Millennial;24267;Huelva;0.686
CLI297;M;Si;43;Si;Ejecutivo;+20años;Alto;3;1981;Millennial;84366;Alicante;1.606
CLI298;F;Si;47;No;Ingeniero/Técnicos;+20años;Bajo;3;1977;Generación X;102063;Lugo;15.215
CLI299;M;Si;28;No;Médico;<10años;Bajo;2;1996;Millennial;24575;Badajoz;1.374
CLI300;M;Si;44;Si;Artista;+20años;Alto;3;1980;Generación X;74758;Málaga;1.054
CLI301;F;Si;44;Si;Otros;+20años;Medio;2;1980;Generación X;111342;Valladolid;1.514
CLI302;M;Si;69;Si;Otros;+20años;Medio;3;1955;Baby Boomer;115079;Orense;0.83725
CLI303;F;Si;30;Si;Funcionario;<10años;Bajo;2;1994;Millennial;30022;Zaragoza;1.077
CLI304;M;No;30;Si;Funcionario;<10años;Bajo;3;1994;Millennial;29916;Huelva;1.951
CLI305;F;No;21;No;Funcionario;<10años;Bajo;2;2003;Millennial;15567;Barcelona;1.995
CLI306;F;Si;95;Si;Servicios;+20años;Alto;2;1929;Baby Boomer;37113;Guipúzcoa;0.68085
CLI307;M;Si;45;Si;Negocios/empresa;+20años;Alto;2;1979;Generación X;82698;Santa Cruz de Tenerife;1.813
CLI308;F;Si;30;Si;Artista;<10años;Medio;2;1994;Millennial;21265;Melilla;1.169
CLI309;F;Si;77;No;Médico;+20años;Medio;2;1947;Baby Boomer;34240;Gerona;915
CLI310;F;Si;58;No;Ingeniero/Técnicos;+20años;Medio;4;1966;Generación X;33034;Santa Cruz de Tenerife;0.68085
CLI311;F;Si;54;No;Ingeniero/Técnicos;+20años;Medio;4;1970;Generación X;78303;Badajoz;1.482
CLI312;M;Si;61;No;Ejecutivo;+20años;Bajo;1;1963;Baby Boomer;27311;Guipúzcoa;1.385
CLI313;F;;63;Si;Ingeniero/Técnicos;+20años;Medio;4;1961;Baby Boomer;107558;Palencia;0.71995
CLI314;M;Si;91;No;Servicios;+20años;Bajo;1;1933;Baby Boomer;33200;Navarra;15.215
CLI315;M;Si;47;No;Ejecutivo;+20años;Alto;4;1977;Generación X;124965;Orense;1.600
CLI316;M;Si;40;No;Médico;10-20años;Bajo;3;1984;Millennial;30372;Cuenca;0.801
CLI317;M;Si;81;Si;Servicios;+20años;Bajo;2;1943;Baby Boomer;67552;Palencia;955
CLI318;F;No;33;No;Construcción;10-20años;Bajo;4;1991;Millennial;20283;Guipúzcoa;1.399
CLI319;F;No;41;Si;Artista;10-20años;Bajo;2;1983;Millennial;42918;Navarra;1.054
CLI320;F;No;24;No;Negocios/empresa;<10años;Bajo;1;2000;Millennial;17004;Valencia;1.65
CLI321;M;No;21;No;Funcionario;<10años;Bajo;4;2003;Millennial;22373;Córdoba;1.685
CLI322;M;Si;77;Si;Ingeniero/Técnicos;+20años;Alto;2;1947;Baby Boomer;79612;Lérida;1.033
CLI323;M;Si;98;Si;Servicios;+20años;Bajo;1;1926;Baby Boomer;32117;Murcia;0.6613
CLI324;M;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;19878;Ávila;2.306
CLI325;M;No;28;Si;Médico;<10años;Bajo;1;1996;Millennial;25900;Lérida;1.512
CLI326;F;No;50;Si;Artista;+20años;Bajo;1;1974;Generación X;102534;Toledo;1.502
CLI327;F;No;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;18453;Murcia;0.686
CLI328;F;Si;41;No;Ingeniero/Técnicos;10-20años;Bajo;1;1983;Millennial;46573;Pontevedra;1.905
CLI329;F;Si;43;No;Ingeniero/Técnicos;+20años;Medio;2;1981;Millennial;114028;Toledo;1.491
CLI330;F;No;35;Si;Funcionario;10-20años;Bajo;5;1989;Millennial;20138;Huelva;1.997
CLI331;F;Si;68;Si;Artista;+20años;Medio;3;1956;Baby Boomer;61611;Sevilla;1.502
CLI332;F;Si;64;Si;Ingeniero/Técnicos;+20años;Medio;4;1960;Baby Boomer;37050;Burgos;1.541
CLI333;F;No;35;No;Ingeniero/Técnicos;10-20años;Bajo;4;1989;Millennial;19290;Zaragoza;2.066
CLI334;M;No;28;No;Funcionario;<10años;Bajo;5;1996;Millennial;27767;Guadalajara;1.857
CLI335;F;Si;62;Si;Artista;+20años;Medio;4;1962;Baby Boomer;108609;Córdoba;1.561
CLI336;F;No;40;Si;Otros;10-20años;Bajo;2;1984;Millennial;66164;Las Palmas;1.422
CLI337;F;No;33;No;Funcionario;10-20años;Bajo;3;1991;Millennial;18858;Teruel;1.905
CLI338;M;No;21;No;Funcionario;<10años;Bajo;5;2003;Millennial;21250;León;1.547
CLI339;M;No;30;Si;Funcionario;<10años;Bajo;2;1994;Millennial;28178;Álava;0.985
CLI340;F;No;42;Si;Médico;+20años;Bajo;1;1982;Millennial;49370;Valladolid;2.02
CLI341;M;Si;51;Si;Artista;+20años;Medio;2;1973;Generación X;29539;Soria;1.013
CLI342;M;No;32;Si;Artista;10-20años;Bajo;1;1992;Millennial;26497;Málaga;0.824
CLI343;M;Si;56;No;Otros;+20años;Medio;4;1968;Generación X;37594;Cáceres;1.678
CLI344;M;Si;61;No;Artista;+20años;Bajo;1;1963;Baby Boomer;21809;Zaragoza;0.6222
CLI345;F;Si;76;Si;Ingeniero/Técnicos;+20años;Bajo;1;1948;Baby Boomer;79990;Soria;1.033
CLI346;F;No;29;No;Funcionario;<10años;Bajo;8;1995;Millennial;23466;Valencia;2.306
CLI347;F;Si;91;Si;Servicios;+20años;Bajo;3;1933;Baby Boomer;103546;Granada;857
CLI348;F;No;43;Si;Funcionario;+20años;Bajo;1;1981;Millennial;33027;Badajoz;0.87
CLI349;M;Si;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;29435;Valencia;0.801
CLI350;M;Si;21;No;Negocios/empresa;<10años;Alto;5;2003;Millennial;14959;Lérida;1.236
CLI351;F;Si;66;Si;Artista;+20años;Alto;4;1958;Baby Boomer;80361;Granada;896
CLI352;M;Si;39;Si;Artista;10-20años;Medio;4;1985;Millennial;26201;Melilla;1.238
CLI353;F;No;58;Si;Ingeniero/Técnicos;+20años;Bajo;1;1966;Generación X;64449;Tarragona;0.7786
CLI354;F;Si;95;No;Servicios;+20años;Bajo;1;1929;Baby Boomer;44807;Pontevedra;1.756
CLI355;F;No;32;No;Funcionario;10-20años;Bajo;3;1992;Millennial;31755;Ceuta;1.836
CLI356;F;No;29;No;Médico;<10años;Bajo;1;1995;Millennial;22925;Almería;2.444
CLI357;M;No;40;Si;Ingeniero/Técnicos;10-20años;Bajo;1;1984;Millennial;126948;Almería;1.353
CLI358;F;No;24;No;Construcción;<10años;Bajo;4;2000;Millennial;14795;Orense;1.788
CLI359;M;No;21;No;Negocios/empresa;<10años;Bajo;5;2003;Millennial;22750;Jaén;1.754
CLI360;F;Si;22;Si;Servicios;<10años;Medio;3;2002;Millennial;12854;Guadalajara;2.271
CLI361;M;No;47;Si;Funcionario;+20años;Bajo;3;1977;Generación X;88578;Cádiz;1.639
CLI362;F;No;46;Si;Artista;+20años;Bajo;3;1978;Generación X;46621;Vizcaya;1.443
CLI363;M;No;47;Si;Otros;+20años;Bajo;2;1977;Generación X;94822;Granada;1.482
CLI364;F;Si;55;Si;Ingeniero/Técnicos;+20años;Alto;3;1969;Generación X;79899;Vizcaya;1.756
CLI365;M;No;28;Si;Otros;<10años;Bajo;2;1996;Millennial;20884;Toledo;2.823
CLI366;M;Si;67;No;Artista;+20años;Alto;2;1957;Baby Boomer;29880;Las Palmas;1.541
CLI367;F;Si;31;Si;Funcionario;<10años;Medio;2;1993;Millennial;30351;Sevilla;1.307
CLI368;M;No;42;Si;Artista;+20años;Bajo;1;1982;Millennial;63425;Ciudad Real;1.468
CLI369;M;No;28;No;Ejecutivo;<10años;Bajo;3;1996;Millennial;24078;La Rioja;12.705
CLI370;F;No;20;No;Funcionario;<10años;Bajo;5;2004;Millennial;14074;Huelva;3.03
CLI371;M;Si;47;Si;Otros;+20años;Medio;5;1977;Generación X;127659;Zamora;0.83725
CLI372;F;No;30;Si;Artista;<10años;Bajo;1;1994;Millennial;31960;Baleares;1.031
CLI373;F;No;66;Si;Otros;+20años;Bajo;2;1958;Baby Boomer;120691;Málaga;1.658
CLI374;M;Si;83;Si;Servicios;+20años;Bajo;1;1941;Baby Boomer;38201;Lugo;1.600
CLI375;F;No;34;No;Médico;10-20años;Bajo;4;1990;Millennial;19790;Pontevedra;1.491
CLI376;M;No;25;No;Médico;<10años;Bajo;4;1999;Millennial;19630;Cuenca;0.9945
CLI377;M;No;40;Si;Artista;10-20años;Bajo;1;1984;Millennial;41003;Jaén;0.824
CLI378;M;No;33;No;Médico;10-20años;Bajo;1;1991;Millennial;18748;Cuenca;0.893
CLI379;M;Si;62;No;Artista;+20años;Medio;2;1962;Baby Boomer;89101;Zamora;0.8177
CLI380;F;Si;57;Si;Artista;+20años;Bajo;2;1967;Generación X;67677;Palencia;1.267
CLI381;M;Si;43;Si;Otros;+20años;Bajo;1;1981;Millennial;103658;Sevilla;0.962
CLI382;F;No;39;No;Artista;10-20años;Bajo;1;1985;Millennial;30379;Burgos;1.882
CLI383;M;Si;36;No;Ingeniero/Técnicos;10-20años;Medio;2;1988;Millennial;25600;Alicante;1.008
CLI384;F;No;28;Si;Artista;<10años;Bajo;6;1996;Millennial;28014;Málaga;2.202
CLI385;F;Si;30;Si;Artista;<10años;Medio;2;1994;Millennial;26804;Tarragona;0.663
CLI386;M;Si;39;Si;Artista;10-20años;Alto;3;1985;Millennial;30079;Málaga;1.376
CLI387;F;Si;45;Si;Artista;+20años;Medio;2;1979;Generación X;127853;La Coruña;1.215
CLI388;F;Si;54;Si;Artista;+20años;Medio;3;1970;Generación X;91418;Burgos;15.215
CLI389;F;Si;51;No;Artista;+20años;Medio;2;1973;Generación X;58505;Lugo;0.6222
CLI390;F;No;34;No;Funcionario;10-20años;Bajo;2;1990;Millennial;21815;La Rioja;2.02
CLI391;M;No;54;Si;Médico;+20años;Bajo;1;1970;Generación X;121883;Navarra;1.052
CLI392;F;No;29;Si;Artista;<10años;Bajo;1;1995;Millennial;26554;Palencia;2.582
CLI393;M;Si;47;Si;Médico;+20años;Alto;2;1977;Generación X;49063;Toledo;11.305
CLI394;F;Si;33;Si;Artista;10-20años;Bajo;4;1991;Millennial;22790;Almería;1.721
CLI395;F;Si;77;Si;Artista;+20años;Medio;4;1947;Baby Boomer;98977;León;994
CLI396;F;No;31;Si;Artista;<10años;Bajo;1;1993;Millennial;27627;Barcelona;0.962
CLI397;F;Si;98;No;Servicios;+20años;Alto;1;1926;Baby Boomer;66627;Ceuta;1.267
CLI398;F;Si;46;No;Construcción;+20años;Alto;4;1978;Generación X;93705;Zaragoza;1.248
CLI399;F;Si;41;Si;Otros;10-20años;Medio;3;1983;Millennial;94044;Álava;1.215
CLI400;M;Si;32;No;Ejecutivo;10-20años;Medio;3;1992;Millennial;22882;Las Palmas;1.491
CLI401;F;Si;75;Si;Artista;+20años;Alto;2;1949;Baby Boomer;60671;Ceuta;0.79815
CLI402;F;No;28;No;Ingeniero/Técnicos;<10años;Bajo;1;1996;Millennial;20804;Gerona;14.085
CLI403;M;No;32;No;Funcionario;10-20años;Bajo;1;1992;Millennial;26703;Tarragona;1.399
CLI404;F;Si;53;Si;Médico;+20años;Bajo;2;1971;Generación X;117718;Huesca;1.189
CLI405;F;Si;56;Si;Médico;+20años;Medio;3;1968;Generación X;37893;Orense;1.717
CLI406;F;Si;44;Si;Ingeniero/Técnicos;+20años;Alto;5;1980;Generación X;31950;Pontevedra;1.399
CLI407;M;Si;52;Si;Artista;+20años;Medio;6;1972;Generación X;115273;Lugo;0.83725
CLI408;M;Si;43;Si;Ejecutivo;+20años;Alto;3;1981;Millennial;94572;Salamanca;1.606
CLI409;M;Si;39;Si;Ejecutivo;10-20años;Medio;4;1985;Millennial;19488;Navarra;1.284
CLI410;F;No;21;No;Funcionario;<10años;Bajo;3;2003;Millennial;13058;Valladolid;1.374
CLI411;F;No;23;No;Funcionario;<10años;Bajo;1;2001;Millennial;22851;Ávila;14.085
CLI412;M;Si;51;Si;Otros;+20años;Medio;3;1973;Generación X;120010;Jaén;1.404
CLI413;M;Si;95;Si;Servicios;+20años;Bajo;1;1929;Baby Boomer;127275;Madrid;1.737
CLI414;M;Si;73;Si;Artista;+20años;Alto;2;1951;Generación Silenciosa;32384;Guadalajara;1.482
CLI415;M;No;46;No;Negocios/empresa;+20años;Bajo;5;1978;Generación X;22725;Jaén;974
CLI416;F;Si;80;Si;Servicios;+20años;Alto;2;1944;Baby Boomer;124259;Teruel;1.170
CLI417;M;Si;79;No;Ingeniero/Técnicos;+20años;Bajo;1;1945;Generación Silenciosa;125455;Granada;1.365
CLI418;M;Si;58;Si;Artista;+20años;Bajo;3;1966;Generación X;36290;Ceuta;0.935
CLI419;F;Si;43;Si;Artista;+20años;Medio;2;1981;Millennial;81576;Tarragona;1.468
CLI420;F;No;30;No;Construcción;<10años;Bajo;1;1994;Millennial;22706;Teruel;1.859
CLI421;M;Si;69;No;Otros;+20años;Medio;1;1955;Baby Boomer;73552;Las Palmas;1.052
CLI422;F;No;25;No;Funcionario;<10años;Bajo;3;1999;Millennial;19442;Soria;3.065
CLI423;F;No;33;Si;Otros;10-20años;Bajo;4;1991;Millennial;29490;Baleares;1.79
CLI424;F;Si;43;Si;Artista;+20años;Medio;2;1981;Millennial;75608;Zamora;1.422
CLI425;M;Si;29;Si;Artista;<10años;Medio;3;1995;Millennial;20364;Huesca;2.271
CLI426;F;Si;55;Si;Otros;+20años;Bajo;3;1969;Generación X;120220;Vizcaya;1.697
CLI427;F;Si;50;Si;Artista;+20años;Medio;2;1974;Generación X;31139;Castellón;1.678
CLI428;F;No;68;No;Otros;+20años;Bajo;1;1956;Baby Boomer;91194;Jaén;1.111
CLI429;F;No;30;Si;Médico;<10años;Bajo;3;1994;Millennial;23421;Madrid;1.629
CLI430;M;Si;63;Si;Otros;+20años;Bajo;1;1961;Baby Boomer;121886;Badajoz;1.482
CLI431;F;Si;33;No;Ingeniero/Técnicos;10-20años;Medio;7;1991;Millennial;22215;Sevilla;1.33
CLI432;M;No;35;No;Funcionario;10-20años;Bajo;4;1989;Millennial;21518;Barcelona;1.79
CLI433;M;No;20;;Ejecutivo;<10años;Bajo;5;2004;Millennial;17630;León;2.754
CLI434;M;No;52;No;Artista;+20años;Bajo;3;1972;Generación X;22173;Ceuta;0.935
CLI435;F;No;35;Si;Artista;10-20años;Bajo;4;1989;Millennial;23241;Cáceres;1.077
CLI436;F;Si;35;No;Ingeniero/Técnicos;10-20años;Bajo;3;1989;Millennial;31172;Madrid;1.307
CLI437;M;Si;74;Si;Médico;+20años;Medio;4;1950;Baby Boomer;76151;Jaén;1.228
CLI438;F;Si;85;Si;Servicios;+20años;Alto;2;1939;Baby Boomer;126168;Almería;1.658
CLI439;M;Si;87;No;Servicios;+20años;Medio;2;1937;Generación Silenciosa;99976;Alicante;1.619
CLI440;M;No;34;No;Otros;10-20años;Bajo;1;1990;Millennial;20764;Soria;1.537
CLI441;M;Si;46;Si;Artista;+20años;Bajo;3;1978;Generación X;27449;La Rioja;1.658
CLI442;F;No;20;No;Servicios;<10años;Bajo;6;2004;Millennial;20495;Ciudad Real;2.823
CLI443;M;Si;55;Si;Artista;+20años;Medio;4;1969;Generación X;29295;Lugo;1.111
CLI444;M;Si;78;Si;Artista;+20años;Medio;5;1946;Baby Boomer;43261;Segovia;1.170
CLI445;F;Si;79;No;Servicios;+20años;Bajo;3;1945;Baby Boomer;24569;Almería;1.678
CLI446;M;Si;52;Si;Artista;+20años;Bajo;3;1972;Generación X;36616;Cádiz;974
CLI447;M;Si;50;Si;Artista;+20años;Medio;2;1974;Generación X;36771;Valencia;955
CLI448;F;No;44;No;Ingeniero/Técnicos;+20años;Bajo;5;1980;Generación X;102801;León;1.123
CLI449;F;No;40;Si;Ingeniero/Técnicos;10-20años;Bajo;1;1984;Millennial;34665;Valencia;1.307
CLI450;F;No;46;Si;Artista;+20años;Bajo;1;1978;Generación X;63045;Ávila;0.7786
CLI451;M;No;33;No;Funcionario;10-20años;Bajo;4;1991;Millennial;20360;Albacete;0.985
CLI452;F;No;32;Si;Funcionario;10-20años;Bajo;4;1992;Millennial;27906;Málaga;0.916
CLI453;M;No;31;Si;Ingeniero/Técnicos;<10años;Bajo;5;1993;Millennial;22200;Melilla;2.066
CLI454;M;;24;No;Funcionario;<10años;Bajo;2;2000;Millennial;13250;Guipúzcoa;1.547
CLI455;M;Si;94;No;Servicios;+20años;Bajo;1;1930;Baby Boomer;87619;Jaén;1.248
CLI456;F;Si;44;Si;Artista;+20años;Medio;2;1980;Generación X;53091;Valladolid;1.169
CLI457;F;Si;57;Si;Artista;+20años;Medio;2;1967;Generación X;53769;Granada;1.697
CLI458;M;Si;52;Si;Artista;+20años;Bajo;1;1972;Generación X;82303;Salamanca;1.326
CLI459;M;No;29;No;Artista;<10años;Bajo;6;1995;Millennial;25764;Palencia;1.374
CLI460;F;No;61;Si;Negocios/empresa;+20años;Bajo;1;1963;Baby Boomer;107371;Orense;955
CLI461;F;No;22;No;Médico;<10años;Bajo;4;2002;Millennial;16536;Gerona;2.961
CLI462;F;Si;96;Si;Servicios;+20años;Alto;2;1928;Baby Boomer;117837;Palencia;1.326
CLI463;M;No;31;No;Funcionario;<10años;Bajo;2;1993;Millennial;18208;Huesca;1.077
CLI464;M;No;42;No;Artista;+20años;Bajo;2;1982;Millennial;42889;Vizcaya;1.261
CLI465;M;Si;46;No;Otros;+20años;Bajo;2;1978;Generación X;60864;Alicante;1.639
CLI466;M;Si;46;No;Negocios/empresa;+20años;Alto;6;1978;Generación X;101456;Ávila;1.717
CLI467;F;No;32;No;Ingeniero/Técnicos;10-20años;Bajo;4;1992;Millennial;24236;La Rioja;1.422
CLI468;M;No;35;Si;Médico;10-20años;Bajo;4;1989;Millennial;29593;Cádiz;1.353
CLI469;M;Si;42;No;Ejecutivo;+20años;Alto;5;1982;Millennial;29313;Gerona;1.652
CLI470;F;Si;65;No;Artista;+20años;Alto;2;1959;Baby Boomer;114614;Guadalajara;1.639
CLI471;M;No;24;No;Funcionario;<10años;Bajo;2;2000;Millennial;16514;Gerona;2.823
CLI472;F;No;29;No;Construcción;<10años;Bajo;1;1995;Millennial;27361;Murcia;1.788
CLI473;F;Si;86;Si;Artista;+20años;Alto;2;1938;Baby Boomer;100443;Tarragona;1.189
CLI474;F;No;35;Si;Funcionario;10-20años;Bajo;3;1989;Millennial;31084;Sevilla;1.353
CLI475;M;Si;41;Si;Artista;10-20años;Medio;4;1983;Millennial;36904;Álava;1.353
CLI476;M;Si;41;Si;Funcionario;10-20años;Alto;4;1983;Millennial;37904;Murcia;0.686
CLI477;M;No;74;No;Servicios;+20años;Bajo;2;1950;Baby Boomer;42732;Huelva;1.287
CLI478;M;Si;52;No;Artista;+20años;Alto;4;1972;Generación X;120328;Córdoba;1.248
CLI479;F;Si;75;Si;Servicios;+20años;Alto;2;1949;Baby Boomer;119699;Córdoba;1.385
CLI480;M;No;33;Si;Funcionario;10-20años;Bajo;5;1991;Millennial;24564;Granada;1.169
CLI481;F;Si;53;Si;Otros;+20años;Bajo;1;1971;Generación X;26593;Vizcaya;0.7786
CLI482;F;No;47;Si;Artista;+20años;Bajo;1;1977;Generación X;91724;Salamanca;1.091
CLI483;M;Si;36;Si;Funcionario;10-20años;Bajo;2;1988;Millennial;18653;Álava;0.732
CLI484;M;Si;34;No;Funcionario;10-20años;Medio;5;1990;Millennial;19709;Guadalajara;1.698
CLI485;M;Si;35;Si;Funcionario;10-20años;Bajo;2;1989;Millennial;23215;Huesca;0.824
CLI486;F;No;23;No;Funcionario;<10años;Bajo;4;2001;Millennial;17793;Jaén;12.015
CLI487;F;No;32;No;Construcción;10-20años;Bajo;4;1992;Millennial;24844;Melilla;1.721
CLI488;F;Si;39;Si;Artista;10-20años;Bajo;2;1985;Millennial;23359;Gerona;0.663
CLI489;M;Si;51;No;Artista;+20años;Bajo;3;1973;Generación X;102512;La Rioja;1.561
CLI490;F;Si;42;Si;Artista;+20años;Alto;2;1982;Millennial;50875;La Rioja;1.537
CLI491;F;No;35;Si;Funcionario;10-20años;Bajo;3;1989;Millennial;31700;Tarragona;1.491
CLI492;F;No;31;Si;Artista;<10años;Bajo;7;1993;Millennial;23122;Orense;0.847
CLI493;F;Si;75;Si;Servicios;+20años;Bajo;1;1949;Baby Boomer;112345;Melilla;974
CLI494;F;Si;50;Si;Artista;+20años;Bajo;1;1974;Generación X;61925;La Coruña;1.580
CLI495;M;Si;64;Si;Artista;+20años;Medio;3;1960;Baby Boomer;33639;Orense;0.79815
CLI496;M;No;31;No;Otros;<10años;Bajo;2;1993;Millennial;25391;Guipúzcoa;0.709
CLI497;F;No;35;No;Funcionario;10-20años;Bajo;3;1989;Millennial;30346;Valencia;2.066
CLI498;M;No;33;Si;Médico;10-20años;Bajo;1;1991;Millennial;24766;Cuenca;1.169
CLI499;F;Si;46;No;Construcción;+20años;Medio;4;1978;Generación X;120002;Almería;0.7786
CLI500;M;No;24;No;Servicios;<10años;Bajo;6;2000;Millennial;16393;Ávila;2.927
CLI501;M;No;45;Si;Artista;+20años;Bajo;3;1979;Generación X;70725;Soria;1.261
CLI502;F;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;21815;Las Palmas;1.581
CLI503;F;Si;32;Si;Funcionario;10-20años;Bajo;3;1992;Millennial;18450;La Rioja;1.629
CLI504;F;No;36;Si;Funcionario;10-20años;Bajo;3;1988;Millennial;21532;Málaga;1.215
CLI505;M;No;52;No;Artista;+20años;Bajo;1;1972;Generación X;108358;Huelva;1.365
CLI506;F;Si;63;Si;Médico;+20años;Bajo;2;1961;Baby Boomer;116106;Salamanca;1.072
CLI507;M;Si;40;Si;Ejecutivo;10-20años;Bajo;3;1984;Millennial;92218;La Coruña;1.836
CLI508;M;Si;63;Si;Ejecutivo;+20años;Alto;3;1961;Baby Boomer;28816;Orense;1.658
CLI509;M;No;20;No;Funcionario;<10años;Bajo;2;2004;Millennial;14079;Albacete;2.478
CLI510;M;;57;Si;Artista;+20años;Medio;5;1967;Generación X;29517;Guipúzcoa;876
CLI511;M;Si;57;Si;Artista;+20años;Medio;6;1967;Generación X;77948;Teruel;1.443
CLI512;M;No;56;;Artista;+20años;Bajo;4;1968;Generación X;76096;Castellón;1.267
CLI513;F;Si;41;Si;Otros;10-20años;Medio;2;1983;Millennial;113239;Vizcaya;1.146
CLI514;M;No;40;Si;Negocios/empresa;10-20años;Bajo;1;1984;Millennial;68924;Cuenca;1.307
CLI515;F;No;32;Si;Funcionario;10-20años;Bajo;3;1992;Millennial;26351;Albacete;1.79
CLI516;M;Si;50;Si;Artista;+20años;Medio;4;1974;Generación X;117783;Guipúzcoa;1.678
CLI517;M;No;67;Si;Artista;+20años;Bajo;1;1957;Baby Boomer;85437;Valladolid;0.7395
CLI518;M;Si;57;Si;Otros;+20años;Medio;4;1967;Generación X;96695;Baleares;0.79815
CLI519;F;Si;54;Si;Construcción;+20años;Bajo;1;1970;Generación X;81575;Baleares;1.189
CLI520;M;Si;44;Si;Otros;+20años;Medio;2;1980;Generación X;104006;Álava;1.951
CLI521;F;No;34;No;Funcionario;10-20años;Bajo;5;1990;Millennial;27324;Ceuta;1.123
CLI522;M;Si;46;No;Otros;+20años;Bajo;3;1978;Generación X;50845;Cuenca;994
CLI523;M;Si;56;Si;Ingeniero/Técnicos;+20años;Medio;5;1968;Generación X;80666;Lérida;1.482
CLI524;F;No;46;Si;Funcionario;+20años;Bajo;1;1978;Generación X;123873;Santa Cruz de Tenerife;15.215
CLI525;M;No;32;Si;Médico;10-20años;Bajo;4;1992;Millennial;24778;Jaén;0.962
CLI526;F;No;36;Si;Funcionario;10-20años;Bajo;1;1988;Millennial;28988;Albacete;1.813
CLI527;M;No;30;Si;Funcionario;<10años;Bajo;3;1994;Millennial;19387;Toledo;1.514
CLI528;F;No;23;No;Funcionario;<10años;Bajo;4;2001;Millennial;19003;Las Palmas;2.720
CLI529;M;Si;39;No;Artista;10-20años;Medio;3;1985;Millennial;30332;Albacete;1.054
CLI530;F;No;46;Si;Médico;+20años;Bajo;1;1978;Generación X;87433;Gerona;1.424
CLI531;F;No;45;Si;Artista;+20años;Bajo;1;1979;Generación X;43735;Vizcaya;1.698
CLI532;M;No;43;Si;Artista;+20años;Bajo;3;1981;Millennial;99287;Ceuta;1.928
